MGI:101922	Tnc	MGI:2148541	Tnc<tm1Fas>	MGI:2148541	Tnc<tm1Fas>	involves: 129/Sv # 129S2/SvPas 	no obvious phenotype: no defect detected	33828	TAS		
MGI:1891519	Tg(CTNNB1)1Efu	MGI:1891520	Tg(CTNNB1)1Efu			involves: CD1	tumors: increased incidence	51296	TAS
MGI:1891522	Tg(Dvl2)7Gsb	MGI:1891523	Tg(Dvl2)7Gsb			either: FVB/N # (C57BL/6 # FVB/N)	coat: hair growth defects	53379	TAS
MGI:1926314	Tg(EGFR)0Jlj	MGI:1926833	Tg(EGFR)0Jlj			involves: C57BL/6 # DBA/2	vibrissae: shape/orientation defects	65031	TAS
MGI:1926314	Tg(EGFR)0Jlj	MGI:1926833	Tg(EGFR)0Jlj			involves: C57BL/6 # DBA/2	coat: hair texture defects	65031	TAS
MGI:1926314	Tg(EGFR)0Jlj	MGI:1926833	Tg(EGFR)0Jlj			involves: C57BL/6 # DBA/2	coat: hair growth defects	65031	TAS
MGI:1926314	Tg(EGFR)0Jlj	MGI:1926833	Tg(EGFR)0Jlj			involves: C57BL/6 # DBA/2	coat: hair follicle structure/orientation anomalies	65031	TAS
MGI:1926314	Tg(EGFR)0Jlj	MGI:1926833	Tg(EGFR)0Jlj			involves: C57BL/6 # DBA/2	growth/weight abnormality: postnatal	65031	TAS
MGI:1926315	Tg(EGFR)1Jlj	MGI:1926351	Tg(EGFR)1Jlj			involves: C57BL/6 # DBA/2	vibrissae: shape/orientation defects	65031	TAS
MGI:1926315	Tg(EGFR)1Jlj	MGI:1926351	Tg(EGFR)1Jlj			involves: C57BL/6 # DBA/2	coat: hair texture defects	65031	TAS
MGI:1926315	Tg(EGFR)1Jlj	MGI:1926351	Tg(EGFR)1Jlj			involves: C57BL/6 # DBA/2	coat: hair growth defects	65031	TAS
MGI:1926315	Tg(EGFR)1Jlj	MGI:1926351	Tg(EGFR)1Jlj			involves: C57BL/6 # DBA/2	coat: hair follicle structure/orientation anomalies	65031	TAS
MGI:1926315	Tg(EGFR)1Jlj	MGI:1926351	Tg(EGFR)1Jlj			involves: C57BL/6 # DBA/2	growth/weight abnormality: postnatal	65031	TAS
MGI:1926315	Tg(EGFR)1Jlj	MGI:1926351	Tg(EGFR)1Jlj			involves: C57BL/6 # DBA/2	eye: corneal or lens defect	65031	TAS
MGI:1926324	Tg(EGFR)2Jlj	MGI:1926352	Tg(EGFR)2Jlj			involves: C57BL/6 # DBA/2	vibrissae: shape/orientation defects	65031	TAS
MGI:1926324	Tg(EGFR)2Jlj	MGI:1926352	Tg(EGFR)2Jlj			involves: C57BL/6 # DBA/2	coat: hair texture defects	65031	TAS
MGI:1926324	Tg(EGFR)2Jlj	MGI:1926352	Tg(EGFR)2Jlj			involves: C57BL/6 # DBA/2	coat: hair growth defects	65031	TAS
MGI:1926324	Tg(EGFR)2Jlj	MGI:1926352	Tg(EGFR)2Jlj			involves: C57BL/6 # DBA/2	growth/weight abnormality: postnatal	65031	TAS
MGI:1926325	Tg(EGFR)3Jlj	MGI:1926353	Tg(EGFR)3Jlj			involves: C57BL/6 # DBA/2	vibrissae: shape/orientation defects	65031	TAS
MGI:1926325	Tg(EGFR)3Jlj	MGI:1926353	Tg(EGFR)3Jlj			involves: C57BL/6 # DBA/2	coat: hair texture defects	65031	TAS
MGI:1926325	Tg(EGFR)3Jlj	MGI:1926353	Tg(EGFR)3Jlj			involves: C57BL/6 # DBA/2	coat: hair growth defects	65031	TAS
MGI:1926325	Tg(EGFR)3Jlj	MGI:1926353	Tg(EGFR)3Jlj			involves: C57BL/6 # DBA/2	coat: hair follicle structure/orientation anomalies	65031	TAS
MGI:1926325	Tg(EGFR)3Jlj	MGI:1926353	Tg(EGFR)3Jlj			involves: C57BL/6 # DBA/2	growth/weight abnormality: postnatal	65031	TAS
MGI:1926328	Tg(EGFR)4Jlj	MGI:1926355	Tg(EGFR)4Jlj			involves: C57BL/6 # DBA/2	vibrissae: shape/orientation defects	65031	TAS
MGI:1926328	Tg(EGFR)4Jlj	MGI:1926355	Tg(EGFR)4Jlj			involves: C57BL/6 # DBA/2	coat: hair texture defects	65031	TAS
MGI:1926328	Tg(EGFR)4Jlj	MGI:1926355	Tg(EGFR)4Jlj			involves: C57BL/6 # DBA/2	coat: hair growth defects	65031	TAS
MGI:1926328	Tg(EGFR)4Jlj	MGI:1926355	Tg(EGFR)4Jlj			involves: C57BL/6 # DBA/2	coat: hair follicle structure/orientation anomalies	65031	TAS
MGI:1926328	Tg(EGFR)4Jlj	MGI:1926355	Tg(EGFR)4Jlj			involves: C57BL/6 # DBA/2	growth/weight abnormality: postnatal	65031	TAS
MGI:1926330	Tg(EGFR)5Jlj	MGI:1926356	Tg(EGFR)5Jlj			involves: C57BL/6 # DBA/2	vibrissae: shape/orientation defects	65031	TAS
MGI:1926330	Tg(EGFR)5Jlj	MGI:1926356	Tg(EGFR)5Jlj			involves: C57BL/6 # DBA/2	coat: hair texture defects	65031	TAS
MGI:1926330	Tg(EGFR)5Jlj	MGI:1926356	Tg(EGFR)5Jlj			involves: C57BL/6 # DBA/2	coat: hair growth defects	65031	TAS
MGI:1926330	Tg(EGFR)5Jlj	MGI:1926356	Tg(EGFR)5Jlj			involves: C57BL/6 # DBA/2	coat: hair follicle structure/orientation anomalies	65031	TAS
MGI:1926330	Tg(EGFR)5Jlj	MGI:1926356	Tg(EGFR)5Jlj			involves: C57BL/6 # DBA/2	growth/weight abnormality: postnatal	65031	TAS
MGI:1926330	Tg(EGFR)5Jlj	MGI:1926356	Tg(EGFR)5Jlj			involves: C57BL/6 # DBA/2	eye: corneal or lens defect	65031	TAS
MGI:1891489	Tg(Erbb2)1Jek	MGI:1891491	Tg(Erbb2)1Jek			involves: C57BL/6 # SJL	skin: texture/condition anomalies	47225	TAS
MGI:1891489	Tg(Erbb2)1Jek	MGI:1891491	Tg(Erbb2)1Jek			involves: C57BL/6 # SJL	coat: hair follicle structure/orientation anomalies	47225	TAS
MGI:1891489	Tg(Erbb2)1Jek	MGI:1891491	Tg(Erbb2)1Jek			involves: C57BL/6 # SJL	coat: hair growth defects	47225	TAS
MGI:1891489	Tg(Erbb2)1Jek	MGI:1891491	Tg(Erbb2)1Jek			involves: C57BL/6 # SJL	growth/weight abnormality: postnatal	47225	TAS
MGI:1891489	Tg(Erbb2)1Jek	MGI:1891491	Tg(Erbb2)1Jek			involves: C57BL/6 # SJL	digestive system: dysmorphology	47225	TAS
MGI:1891489	Tg(Erbb2)1Jek	MGI:1891491	Tg(Erbb2)1Jek			involves: C57BL/6 # SJL	tumors: increased incidence	47225	TAS
MGI:1891489	Tg(Erbb2)1Jek	MGI:1891491	Tg(Erbb2)1Jek			involves: C57BL/6 # SJL	reproductive system: fertility/fecundity anomalies	47225	TAS
MGI:1926347	Tg(FGF7)11Efu	MGI:1926458	Tg(FGF7)11Efu			Not Specified	growth/weight abnormality: postnatal	65032	TAS
MGI:1926347	Tg(FGF7)11Efu	MGI:1926458	Tg(FGF7)11Efu			Not Specified	coat: hair growth defects	65032	TAS
MGI:1926347	Tg(FGF7)11Efu	MGI:1926458	Tg(FGF7)11Efu			Not Specified	digestive system: functional anomalies	65032	TAS
MGI:1926347	Tg(FGF7)11Efu	MGI:1926458	Tg(FGF7)11Efu			Not Specified	skin: texture/condition anomalies	65032	TAS
MGI:1926348	Tg(FGF7)29Efu	MGI:1926459	Tg(FGF7)29Efu			Not Specified	growth/weight abnormality: postnatal	65032	TAS
MGI:1926348	Tg(FGF7)29Efu	MGI:1926459	Tg(FGF7)29Efu			Not Specified	coat: hair growth defects	65032	TAS
MGI:1926348	Tg(FGF7)29Efu	MGI:1926459	Tg(FGF7)29Efu			Not Specified	digestive system: functional anomalies	65032	TAS
MGI:1926348	Tg(FGF7)29Efu	MGI:1926459	Tg(FGF7)29Efu			Not Specified	skin: texture/condition anomalies	65032	TAS
MGI:1926348	Tg(FGF7)29Efu	MGI:1926459	Tg(FGF7)29Efu			Not Specified	reproductive system: fertility/fecundity anomalies	65032	TAS
MGI:1926346	Tg(FGF7)2Efu	MGI:1926467	Tg(FGF7)2Efu			Not Specified	survival: perinatal lethality	65032	TAS
MGI:1926346	Tg(FGF7)2Efu	MGI:1926467	Tg(FGF7)2Efu			Not Specified	skin: texture/condition anomalies	65032	TAS
MGI:1926346	Tg(FGF7)2Efu	MGI:1926467	Tg(FGF7)2Efu			Not Specified	eye: dysmorphology	65032	TAS
MGI:1926346	Tg(FGF7)2Efu	MGI:1926467	Tg(FGF7)2Efu			Not Specified	vibrissae: shape/orientation defects	65032	TAS
MGI:1926350	Tg(FGFR2)1Saw	MGI:1926364	Tg(FGFR2)1Saw			Not Specified	skin: texture/condition anomalies	65033	TAS
MGI:1926350	Tg(FGFR2)1Saw	MGI:1926364	Tg(FGFR2)1Saw			Not Specified	coat: hair follicle structure/orientation anomalies	65033	TAS
MGI:1926350	Tg(FGFR2)1Saw	MGI:1926364	Tg(FGFR2)1Saw			Not Specified	coat: hair growth defects	65033	TAS
MGI:1926360	Tg(Foxn1)1Jlb	MGI:1926454	Tg(Foxn1)1Jlb			involves: C57BL/6 # DBA	survival: perinatal lethality	56641	TAS
MGI:1926360	Tg(Foxn1)1Jlb	MGI:1926454	Tg(Foxn1)1Jlb			involves: C57BL/6 # DBA	growth/weight abnormality: postnatal	56641	TAS
MGI:1926360	Tg(Foxn1)1Jlb	MGI:1926454	Tg(Foxn1)1Jlb			involves: C57BL/6 # DBA	eye: dysmorphology	56641	TAS
MGI:1926360	Tg(Foxn1)1Jlb	MGI:1926454	Tg(Foxn1)1Jlb			involves: C57BL/6 # DBA	skin: texture/condition anomalies	56641	TAS
MGI:1926359	Tg(Foxn1)6Jlb	MGI:1926457	Tg(Foxn1)6Jlb			involves: C57BL/6 # DBA	survival: premature death	56641	TAS
MGI:1926359	Tg(Foxn1)6Jlb	MGI:1926457	Tg(Foxn1)6Jlb			involves: C57BL/6 # DBA	growth/weight abnormality: postnatal	56641	TAS
MGI:1926359	Tg(Foxn1)6Jlb	MGI:1926457	Tg(Foxn1)6Jlb			involves: C57BL/6 # DBA	coat: hair growth defects	56641	TAS
MGI:1926359	Tg(Foxn1)6Jlb	MGI:1926457	Tg(Foxn1)6Jlb			involves: C57BL/6 # DBA	coat: hair texture defects	56641	TAS
MGI:1926359	Tg(Foxn1)6Jlb	MGI:1926457	Tg(Foxn1)6Jlb			involves: C57BL/6 # DBA	vibrissae: shape/orientation defects	56641	TAS
MGI:1926359	Tg(Foxn1)6Jlb	MGI:1926457	Tg(Foxn1)6Jlb			involves: C57BL/6 # DBA	skin: texture/condition anomalies	56641	TAS
MGI:1926359	Tg(Foxn1)6Jlb	MGI:1926457	Tg(Foxn1)6Jlb			involves: C57BL/6 # DBA	coat: hair follicle structure/orientation anomalies	56641	TAS
MGI:1926359	Tg(Foxn1)6Jlb	MGI:1926457	Tg(Foxn1)6Jlb			involves: C57BL/6 # DBA	kidney/renal system: functional anomalies	56641	TAS
MGI:1926359	Tg(Foxn1)6Jlb	MGI:1926457	Tg(Foxn1)6Jlb			involves: C57BL/6 # DBA	other aberrant phenotype	56641	TAS
MGI:1926362	Tg(Foxn1)E1Hon	MGI:1926448	Tg(Foxn1)E1Hon			CD1-Foxn1<nu>/Foxn1<nu>	immune system: other dysmorphology	33866	TAS
MGI:1926362	Tg(Foxn1)E1Hon	MGI:1926448	Tg(Foxn1)E1Hon			CD1-Foxn1<nu>/Foxn1<nu>	coat: hair growth defects	33866	TAS
MGI:1926363	Tg(Foxn1)G2Hon	MGI:1926452	Tg(Foxn1)G2Hon			CD1-Foxn1<nu>/Foxn1<nu>	immune system: other dysmorphology	33866	TAS
MGI:1926363	Tg(Foxn1)G2Hon	MGI:1926452	Tg(Foxn1)G2Hon			CD1-Foxn1<nu>/Foxn1<nu>	coat: hair growth defects	33866	TAS
MGI:1926363	Tg(Foxn1)G2Hon	MGI:1926452	Tg(Foxn1)G2Hon			CD1-Foxn1<nu>/Foxn1<nu>	reproductive system: fertility/fecundity anomalies	33866	TAS
MGI:1891598	Tg(Fst)10Zuk	MGI:1891599	Tg(Fst)10Zuk			involves: C3H # C57BL/6 # ICR	reproductive system: dysmorphology	45065	TAS
MGI:1891594	Tg(Fst)4Zuk	MGI:1891600	Tg(Fst)4Zuk			involves: C3H # C57BL/6 # ICR	coat: hair texture defects	45065	TAS
MGI:1891594	Tg(Fst)4Zuk	MGI:1891600	Tg(Fst)4Zuk			involves: C3H # C57BL/6 # ICR	reproductive system: dysmorphology	45065	TAS
MGI:1891594	Tg(Fst)4Zuk	MGI:1891600	Tg(Fst)4Zuk			involves: C3H # C57BL/6 # ICR	reproductive system: fertility/fecundity anomalies	45065	TAS
MGI:1891595	Tg(Fst)5Zuk	MGI:1891601	Tg(Fst)5Zuk			involves: C3H # C57BL/6 # ICR	coat: hair texture defects	45065	TAS
MGI:1891595	Tg(Fst)5Zuk	MGI:1891601	Tg(Fst)5Zuk			involves: C3H # C57BL/6 # ICR	reproductive system: dysmorphology	45065	TAS
MGI:1891595	Tg(Fst)5Zuk	MGI:1891601	Tg(Fst)5Zuk			involves: C3H # C57BL/6 # ICR	reproductive system: fertility/fecundity anomalies	45065	TAS
MGI:1891597	Tg(Fst)7Zuk	MGI:1891602	Tg(Fst)7Zuk			involves: C3H # C57BL/6 # ICR	reproductive system: dysmorphology	45065	TAS
MGI:1891596	Tg(Fst)9Zuk	MGI:1891603	Tg(Fst)9Zuk			involves: C3H # C57BL/6 # ICR	coat: hair texture defects	45065	TAS
MGI:1891596	Tg(Fst)9Zuk	MGI:1891603	Tg(Fst)9Zuk			involves: C3H # C57BL/6 # ICR	reproductive system: dysmorphology	45065	TAS
MGI:1891596	Tg(Fst)9Zuk	MGI:1891603	Tg(Fst)9Zuk			involves: C3H # C57BL/6 # ICR	reproductive system: fertility/fecundity anomalies	45065	TAS
MGI:1926367	Tg(Hgf)1Paus	MGI:1926433	Tg(Hgf)1Paus			Not Specified	coat: hair follicle structure/orientation anomalies	65035	TAS
MGI:1926367	Tg(Hgf)1Paus	MGI:1926433	Tg(Hgf)1Paus			Not Specified	skin: texture/condition anomalies	65035	TAS
MGI:1926367	Tg(Hgf)1Paus	MGI:1926433	Tg(Hgf)1Paus			Not Specified	coat: hair growth defects	65035	TAS
MGI:1926376	Tg(Igf1)1Hys	MGI:1926377	Tg(Igf1)1Hys			random-bred Swiss Webster	vibrissae: shape/orientation defects	65037	TAS
MGI:1926372	Tg(IGF1)1Jdg	MGI:1926378	Tg(IGF1)1Jdg			involves: FVB # ICR	skin: texture/condition anomalies	39752	TAS
MGI:1926372	Tg(IGF1)1Jdg	MGI:1926378	Tg(IGF1)1Jdg			involves: FVB # ICR	coat: hair follicle structure/orientation anomalies	39752	TAS
MGI:1926372	Tg(IGF1)1Jdg	MGI:1926378	Tg(IGF1)1Jdg			involves: FVB # ICR	ears: dysmorphology	39752	TAS
MGI:1926372	Tg(IGF1)1Jdg	MGI:1926378	Tg(IGF1)1Jdg			involves: FVB # ICR	tumors: increased incidence	39752	TAS
MGI:1926455	Tg(Il1a)1.1Tsk	MGI:1926481	Tg(Il1a)1.1Tsk			involves: FVB/N	coat: hair growth defects	30162	TAS
MGI:1926455	Tg(Il1a)1.1Tsk	MGI:1926481	Tg(Il1a)1.1Tsk			involves: FVB/N	skin: texture/condition anomalies	30162	TAS
MGI:1926456	Tg(Il1a)1.2Tsk	MGI:1926482	Tg(Il1a)1.2Tsk			involves: FVB/N	coat: hair growth defects	30162	TAS
MGI:1926456	Tg(Il1a)1.2Tsk	MGI:1926482	Tg(Il1a)1.2Tsk			involves: FVB/N	skin: texture/condition anomalies	30162	TAS
MGI:1926460	Tg(Il6)1Efu	MGI:1926480	Tg(Il6)1Efu			Not Specified	growth/weight abnormality: postnatal	1133	TAS
MGI:1926460	Tg(Il6)1Efu	MGI:1926480	Tg(Il6)1Efu			Not Specified	skin: texture/condition anomalies	1133	TAS
MGI:1926460	Tg(Il6)1Efu	MGI:1926480	Tg(Il6)1Efu			Not Specified	coat: hair growth defects	1133	TAS
MGI:1926468	Tg(JUP)21Pac	MGI:1926477	Tg(JUP)21Pac			Swiss Webster	coat: color anomalies	61768	TAS
MGI:1926468	Tg(JUP)21Pac	MGI:1926477	Tg(JUP)21Pac			Swiss Webster	coat: hair growth defects	61768	TAS
MGI:1926468	Tg(JUP)21Pac	MGI:1926477	Tg(JUP)21Pac			Swiss Webster	ears: dysmorphology	61768	TAS
MGI:1926468	Tg(JUP)21Pac	MGI:1926477	Tg(JUP)21Pac			Swiss Webster	skin: texture/condition anomalies	61768	TAS
MGI:1926464	Tg(JUP)45Pac	MGI:1926474	Tg(JUP)45Pac			Swiss Webster	coat: color anomalies	61768	TAS
MGI:1926464	Tg(JUP)45Pac	MGI:1926474	Tg(JUP)45Pac			Swiss Webster	coat: hair growth defects	61768	TAS
MGI:1926464	Tg(JUP)45Pac	MGI:1926474	Tg(JUP)45Pac			Swiss Webster	ears: dysmorphology	61768	TAS
MGI:1926464	Tg(JUP)45Pac	MGI:1926474	Tg(JUP)45Pac			Swiss Webster	skin: texture/condition anomalies	61768	TAS
MGI:1926461	Tg(JUP)4Pac	MGI:1926472	Tg(JUP)4Pac			Swiss Webster	coat: color anomalies	61768	TAS
MGI:1926461	Tg(JUP)4Pac	MGI:1926472	Tg(JUP)4Pac			Swiss Webster	coat: hair growth defects	61768	TAS
MGI:1926461	Tg(JUP)4Pac	MGI:1926472	Tg(JUP)4Pac			Swiss Webster	ears: dysmorphology	61768	TAS
MGI:1926461	Tg(JUP)4Pac	MGI:1926472	Tg(JUP)4Pac			Swiss Webster	skin: texture/condition anomalies	61768	TAS
MGI:1926463	Tg(JUP)9Pac	MGI:1926473	Tg(JUP)9Pac			Swiss Webster	coat: color anomalies	61768	TAS
MGI:1926463	Tg(JUP)9Pac	MGI:1926473	Tg(JUP)9Pac			Swiss Webster	coat: hair growth defects	61768	TAS
MGI:1926463	Tg(JUP)9Pac	MGI:1926473	Tg(JUP)9Pac			Swiss Webster	ears: dysmorphology	61768	TAS
MGI:1926463	Tg(JUP)9Pac	MGI:1926473	Tg(JUP)9Pac			Swiss Webster	skin: texture/condition anomalies	61768	TAS
MGI:1926475	Tg(KRT16)10Cou	MGI:1926503	Tg(KRT16)10Cou			involves: C3H # C57BL/6 	no obvious phenotype: no defect detected	49421	TAS
MGI:1926475	Tg(KRT16)10Cou	MGI:1926503	Tg(KRT16)10Cou	MGI:1926503	Tg(KRT16)10Cou	involves: C3H # C57BL/6 	skin: texture/condition anomalies	49421	TAS
MGI:1926475	Tg(KRT16)10Cou	MGI:1926503	Tg(KRT16)10Cou	MGI:1926503	Tg(KRT16)10Cou	involves: C3H # C57BL/6 	coat: hair growth defects	49421	TAS
MGI:1926475	Tg(KRT16)10Cou	MGI:1926503	Tg(KRT16)10Cou	MGI:1926503	Tg(KRT16)10Cou	involves: C3H # C57BL/6 	ears: dysmorphology	49421	TAS
MGI:1926475	Tg(KRT16)10Cou	MGI:1926503	Tg(KRT16)10Cou	MGI:1926503	Tg(KRT16)10Cou	involves: C3H # C57BL/6 	growth/weight abnormality: postnatal	49421	TAS
MGI:1926475	Tg(KRT16)10Cou	MGI:1926503	Tg(KRT16)10Cou	MGI:1926503	Tg(KRT16)10Cou	involves: C3H # C57BL/6 	coat: hair follicle structure/orientation anomalies	49421	TAS
MGI:1926476	Tg(KRT16)13Cou	MGI:1926502	Tg(KRT16)13Cou			involves: C3H # C57BL/6 	no obvious phenotype: no defect detected	49421	TAS
MGI:1926470	Tg(KRT16/KRT14)A2Cou	MGI:1926506	Tg(KRT16/KRT14)A2Cou			involves: C3H # C57BL/6 	no obvious phenotype: no defect detected	49421	TAS
MGI:1926916	Tg(Krt2-6a)1Der	MGI:1926921	Tg(Krt2-6a)1Der			involves: FVB # ICR	skin: texture/condition anomalies	58389	TAS
MGI:1926916	Tg(Krt2-6a)1Der	MGI:1926921	Tg(Krt2-6a)1Der			involves: FVB # ICR	coat: hair growth defects	58389	TAS
MGI:1926917	Tg(Krt2-6a)2Der	MGI:1926922	Tg(Krt2-6a)2Der			involves: FVB # ICR	no obvious phenotype: no defect detected	58389	TAS
MGI:1926918	Tg(Krt2-6a)3Der	MGI:1926924	Tg(Krt2-6a)3Der			involves: FVB # ICR	skin: texture/condition anomalies	58389	TAS
MGI:1926918	Tg(Krt2-6a)3Der	MGI:1926924	Tg(Krt2-6a)3Der			involves: FVB # ICR	coat: hair growth defects	58389	TAS
MGI:1926918	Tg(Krt2-6a)3Der	MGI:1926924	Tg(Krt2-6a)3Der			involves: FVB # ICR	survival: postnatal lethality	58389	TAS
MGI:1926919	Tg(Krt2-6a)4Der	MGI:1926925	Tg(Krt2-6a)4Der			involves: FVB # ICR	skin: texture/condition anomalies	58389	TAS
MGI:1926919	Tg(Krt2-6a)4Der	MGI:1926925	Tg(Krt2-6a)4Der			involves: FVB # ICR	coat: hair growth defects	58389	TAS
MGI:1926779	Tg(Krt2-9)1Grog	MGI:1926813	Tg(Krt2-9)1Grog			either: (involves: BALB/c # CBA) or (involves: C57BL/6 # CBA) or (involves: CBA # Swiss Webster)	coat: hair texture defects	65044	TAS
MGI:1926779	Tg(Krt2-9)1Grog	MGI:1926813	Tg(Krt2-9)1Grog			either: (involves: BALB/c # CBA) or (involves: C57BL/6 # CBA) or (involves: CBA # Swiss Webster)	coat: hair growth defects	65044	TAS
MGI:1926779	Tg(Krt2-9)1Grog	MGI:1926813	Tg(Krt2-9)1Grog			either: (involves: BALB/c # CBA) or (involves: C57BL/6 # CBA) or (involves: CBA # Swiss Webster)	vibrissae: shape/orientation defects	65044	TAS
MGI:1926501	Tg(LEF1)1Efu	MGI:1926596	Tg(LEF1)1Efu			Not Specified	coat: hair texture defects	24350	TAS
MGI:1926501	Tg(LEF1)1Efu	MGI:1926596	Tg(LEF1)1Efu			Not Specified	coat: hair growth defects	24350	TAS
MGI:1926501	Tg(LEF1)1Efu	MGI:1926596	Tg(LEF1)1Efu			Not Specified	vibrissae: shape/orientation defects	24350	TAS
MGI:1926501	Tg(LEF1)1Efu	MGI:1926596	Tg(LEF1)1Efu			Not Specified	coat: hair follicle structure/orientation anomalies	24350	TAS
MGI:1926369	Tg(Msx2)1Rem	MGI:1926388	Tg(Msx2)1Rem			involves: C57BL/6 # CBA/J	skeletal: craniofacial defects	26513	TAS
MGI:1926369	Tg(Msx2)1Rem	MGI:1926388	Tg(Msx2)1Rem			involves: C57BL/6 # CBA/J	coat: hair follicle structure/orientation anomalies	26513	TAS
MGI:1926369	Tg(Msx2)1Rem	MGI:1926388	Tg(Msx2)1Rem			involves: C57BL/6 # CBA/J	skin: texture/condition anomalies	26513	TAS
MGI:1926369	Tg(Msx2)1Rem	MGI:1926388	Tg(Msx2)1Rem			involves: C57BL/6 # CBA/J	coat: hair growth defects	26513	TAS
MGI:1926611	Tg(Ngf)47Kma	MGI:1926645	Tg(Ngf)47Kma			involves: C57BL/6 # CBA/J	peripheral nervous system: dysmorphology	17131	TAS
MGI:1926611	Tg(Ngf)47Kma	MGI:1926645	Tg(Ngf)47Kma			involves: C57BL/6 # CBA/J	central nervous system: other dysmorphology	17131	TAS
MGI:1926612	Tg(Ngf)56Kma	MGI:1926649	Tg(Ngf)56Kma			involves: C57BL/6 # CBA/J	peripheral nervous system: dysmorphology	17131	TAS
MGI:1926612	Tg(Ngf)56Kma	MGI:1926649	Tg(Ngf)56Kma			involves: C57BL/6 # CBA/J	central nervous system: other dysmorphology	17131	TAS
MGI:1926612	Tg(Ngf)56Kma	MGI:1926649	Tg(Ngf)56Kma			involves: C57BL/6 # CBA/J	growth/weight abnormality: postnatal	17131	TAS
MGI:1926615	Tg(Notch1)1Anc	MGI:1926638	Tg(Notch1)1Anc			Not Specified	coat: hair growth defects	65042	TAS
MGI:1926615	Tg(Notch1)1Anc	MGI:1926638	Tg(Notch1)1Anc			Not Specified	coat: hair texture defects	65042	TAS
MGI:1926615	Tg(Notch1)1Anc	MGI:1926638	Tg(Notch1)1Anc			Not Specified	vibrissae: shape/orientation defects	65042	TAS
MGI:1926618	Tg(Notch1)A3Rko	MGI:1926625	Tg(Notch1)A3Rko			involves: FVB/N	no obvious phenotype: no defect detected	62217	TAS
MGI:1926619	Tg(Notch1)A4Rko	MGI:1926629	Tg(Notch1)A4Rko			involves: FVB/N	no obvious phenotype: no defect detected	62217	TAS
MGI:1926620	Tg(Notch1)A5Rko	MGI:1926630	Tg(Notch1)A5Rko			involves: FVB/N	vibrissae: shape/orientation defects	62217	TAS
MGI:1926620	Tg(Notch1)A5Rko	MGI:1926630	Tg(Notch1)A5Rko			involves: FVB/N	coat: hair growth defects	62217	TAS
MGI:1926620	Tg(Notch1)A5Rko	MGI:1926630	Tg(Notch1)A5Rko			involves: FVB/N	coat: hair texture defects	62217	TAS
MGI:1926620	Tg(Notch1)A5Rko	MGI:1926630	Tg(Notch1)A5Rko			involves: FVB/N	extremities: digit dysmorphology	62217	TAS
MGI:1926621	Tg(Notch1)A7Rko	MGI:1926633	Tg(Notch1)A7Rko			involves: FVB/N	vibrissae: shape/orientation defects	62217	TAS
MGI:1926621	Tg(Notch1)A7Rko	MGI:1926633	Tg(Notch1)A7Rko			involves: FVB/N	coat: hair growth defects	62217	TAS
MGI:1926621	Tg(Notch1)A7Rko	MGI:1926633	Tg(Notch1)A7Rko			involves: FVB/N	coat: hair texture defects	62217	TAS
MGI:1926621	Tg(Notch1)A7Rko	MGI:1926633	Tg(Notch1)A7Rko			involves: FVB/N	extremities: digit dysmorphology	62217	TAS
MGI:1926614	Tg(Ntf3)1Kma	MGI:1926654	Tg(Ntf3)1Kma			involves: C3H # C57BL/6	central nervous system: other dysmorphology	34172	TAS
MGI:1926614	Tg(Ntf3)1Kma	MGI:1926654	Tg(Ntf3)1Kma			involves: C3H # C57BL/6	peripheral nervous system: dysmorphology	34172	TAS
MGI:1926796	Tg(Otc)94Mori	MGI:1926799	Tg(Otc)94Mori			involves: C57BL/6	no obvious phenotype: no defect detected	65591	TAS
MGI:1926624	Tg(PTHLH)7Wmp	MGI:1926698	Tg(PTHLH)7Wmp			Not Specified	coat: hair growth defects	65043	TAS
MGI:1926624	Tg(PTHLH)7Wmp	MGI:1926698	Tg(PTHLH)7Wmp			Not Specified	coat: hair follicle structure/orientation anomalies	65043	TAS
MGI:1926797	Tg(rv-CYCLIN)29Dlh	MGI:1926798	Tg(rv-CYCLIN)29Dlh			involves: C57BL/6 # SJL	growth/weight abnormality: postnatal	62478	TAS
MGI:1926797	Tg(rv-CYCLIN)29Dlh	MGI:1926798	Tg(rv-CYCLIN)29Dlh			involves: C57BL/6 # SJL	coat: hair growth defects	62478	TAS
MGI:1926797	Tg(rv-CYCLIN)29Dlh	MGI:1926798	Tg(rv-CYCLIN)29Dlh			involves: C57BL/6 # SJL	other aberrant phenotype	62478	TAS
MGI:1926797	Tg(rv-CYCLIN)29Dlh	MGI:1926798	Tg(rv-CYCLIN)29Dlh			involves: C57BL/6 # SJL	skin: texture/condition anomalies	62478	TAS
MGI:1926797	Tg(rv-CYCLIN)29Dlh	MGI:1926798	Tg(rv-CYCLIN)29Dlh			involves: C57BL/6 # SJL	extremities: digit dysmorphology	62478	TAS
MGI:1926797	Tg(rv-CYCLIN)29Dlh	MGI:1926798	Tg(rv-CYCLIN)29Dlh			involves: C57BL/6 # SJL	reproductive system: dysmorphology	62478	TAS
MGI:1926797	Tg(rv-CYCLIN)29Dlh	MGI:1926798	Tg(rv-CYCLIN)29Dlh			involves: C57BL/6 # SJL	immune system: other dysmorphology	62478	TAS
