MGI ID of Gene	Gene Symbol	MGI ID of Allele 1	Allele 1 Symbol	MGI ID of Allele 2	Allele 2 Symbol	Strain	PhenoSlim term	J: (without the J:)	Qualifying Evidence Code	Notes (optional)				survival: embryonic lethality
MGI:95294	Egfr	MGI:1856402	Egfr<tm1Mag>	MGI:1856402	Egfr<tm1Mag>	involves: 129S2/SvPas # CD-1	kidney/renal system: dysmorphology	26833	IMP	
MGI:95294	Egfr	MGI:1856402	Egfr<tm1Mag>	MGI:1856402	Egfr<tm1Mag>	involves: 129S2/SvPas # CD-1	central nervous system: brain dysmorphology	26833	IMP	
MGI:95294	Egfr	MGI:1856402	Egfr<tm1Mag>	MGI:1856402	Egfr<tm1Mag>	involves: 129S2/SvPas # CD-1	respiratory system: dysmorphology	26833	IMP	reduced brain size
MGI:95387	Emx1	MGI:1928281	Emx1<tm1(Cre)Rik>	MGI:1928281	Emx1<tm1(Cre)Rik>	involves:129P2/OlaHsd # C57BL/6	no obvious phenotype: no defect detected	64064	IMP	
MGI:95389	En1	MGI:1889804	En1<tm1(Otx2)Wrst>	MGI:1889804	En1<tm1(Otx2)Wrst>	either: (involves: 129X1/SvJ # 129S1/Sv) or (involves: 129X1/SvJ # 129S1/Sv # C57BL/6)	neurological/behavioral: motor capabilities/coordination/movement anomalies	57538	IMP	
MGI:95389	En1	MGI:1889804	En1<tm1(Otx2)Wrst>	MGI:1889804	En1<tm1(Otx2)Wrst>	either: (involves: 129X1/SvJ # 129S1/Sv) or (involves: 129X1/SvJ # 129S1/Sv # C57BL/6)	central nervous system: brain dysmorphology	57538	IMP	abnormal brain morphology
MGI:95389	En1	MGI:1857163	En1<tm1Alj>	MGI:1857163	En1<tm1Alj>	either: (involves: 129X1/SvJ # 129S1/Sv) or (involves: 129X1/SvJ # 129S1/Sv # C57BL/6)	survival: perinatal lethality	19212	IMP	
MGI:95389	En1	MGI:1857163	En1<tm1Alj>	MGI:1857163	En1<tm1Alj>	either: (involves: 129X1/SvJ # 129S1/Sv) or (involves: 129X1/SvJ # 129S1/Sv # C57BL/6)	skin: texture/condition anomalies	19212	IMP	
MGI:95389	En1	MGI:1857163	En1<tm1Alj>	MGI:1857163	En1<tm1Alj>	either: (involves: 129X1/SvJ # 129S1/Sv) or (involves: 129X1/SvJ # 129S1/Sv # C57BL/6)	extremities: digit dysmorphology	19212	IMP	
MGI:95389	En1	MGI:1857163	En1<tm1Alj>	MGI:1857163	En1<tm1Alj>	either: (involves: 129X1/SvJ # 129S1/Sv) or (involves: 129X1/SvJ # 129S1/Sv # C57BL/6)	other aberrant phenotype	19212	IMP	
MGI:95389	En1	MGI:1857163	En1<tm1Alj>	MGI:1857163	En1<tm1Alj>	either: (involves: 129X1/SvJ # 129S1/Sv) or (involves: 129X1/SvJ # 129S1/Sv # C57BL/6)	central nervous system: brain dysmorphology	19212	IMP	
MGI:95389	En1	MGI:1857163	En1<tm1Alj>	MGI:1857163	En1<tm1Alj>	either: (involves: 129X1/SvJ # 129S1/Sv) or (involves: 129X1/SvJ # 129S1/Sv # C57BL/6)	skeletal: axial defects	19212	IMP	
MGI:95389	En1	MGI:1857163	En1<tm1Alj>	MGI:1857163	En1<tm1Alj>	either: (involves: 129X1/SvJ # 129S1/Sv) or (involves: 129X1/SvJ # 129S1/Sv # C57BL/6)	peripheral nervous system: dysmorphology	19212	IMP	
MGI:95389	En1	MGI:1857749	En1<tm2Alj>	MGI:1857748	En1<+>	either: (involves: 129X1/SvJ # 129S1/Sv) or (involves: 129X1/SvJ # 129S1/Sv # C57BL/6)	no obvious phenotype: no defect detected	27767	IMP	
MGI:95389	En1	MGI:1930621	En1<tm3(En2)Alj>	MGI:1930621	En1<tm3(En2)Alj>	either: (involves: 129X1/SvJ # 129S1/Sv) or (involves: 129X1/SvJ # 129S1/Sv # C57BL/6)	no obvious phenotype: no defect detected	27767	IMP	
MGI:95389	En1	MGI:1857163	En1<tm1Alj>	MGI:1930621	En1<tm3(En2)Alj>	either: (involves: 129X1/SvJ # 129S1/Sv) or (involves: 129X1/SvJ # 129S1/Sv # C57BL/6)	no obvious phenotype: no defect detected	27767	IMP	
MGI:95389	En1	MGI:1930647	En1<tm4(en)Alj>	MGI:1930647	En1<tm4(en)Alj>	involves: 129X1/SvJ # 129S1/Sv	survival: premature death	50311	IMP
MGI:95389	En1	MGI:1930647	En1<tm4(en)Alj>	MGI:1930647	En1<tm4(en)Alj>	involves: 129X1/SvJ # 129S1/Sv	reproductive system: fertility/fecundity anomalies	50311	IMP
MGI:95389	En1	MGI:1930647	En1<tm4(en)Alj>	MGI:1930647	En1<tm4(en)Alj>	involves: 129X1/SvJ # 129S1/Sv	central nervous system: brain dysmorphology	50311	IMP
MGI:95389	En1	MGI:1930647	En1<tm4(en)Alj>	MGI:1930647	En1<tm4(en)Alj>	involves: 129X1/SvJ # 129S1/Sv	extremities: digit dysmorphology	50311	IMP
MGI:95389	En1	MGI:1930647	En1<tm4(en)Alj>	MGI:1930647	En1<tm4(en)Alj>	involves: 129X1/SvJ # 129S1/Sv	skeletal: axial defects	50311	IMP
MGI:95389	En1	MGI:1930664	En1<tm5(en)Alj>	MGI:1930664	En1<tm5(en)Alj>	involves: 129X1/SvJ # 129S1/Sv	extremities: digit dysmorphology	50311	IMP
MGI:95389	En1	MGI:1930664	En1<tm5(en)Alj>	MGI:1930664	En1<tm5(en)Alj>	involves: 129X1/SvJ # 129S1/Sv	central nervous system: brain dysmorphology	50311	IMP
MGI:95390	En2	MGI:1857164	En2<tm1Alj>	MGI:1857164	En2<tm1Alj>	either: (involves: 129S2/SvPas # 129/Sv) or (involves: 129S2/SvPas # C57BL/6) or (involves: 129S2/SvPas # CD-1)	central nervous system: brain dysmorphology	67524	IMP
MGI:95390	En2	MGI:1857164	En2<tm1Alj>	MGI:1857164	En2<tm1Alj>	either: (involves: 129S2/SvPas # 129/Sv) or (involves: 129S2/SvPas # C57BL/6) or (involves: 129S2/SvPas # CD-1)	neurological/behavioral: motor capabilities/coordination/movement anomalies	67524	IMP
MGI:95390	En2	MGI:1857164	En2<tm1Alj>	MGI:2158296	En2<+>	either: (involves: 129S2/SvPas # 129/Sv) or (involves: 129S2/SvPas # C57BL/6) or (involves: 129S2/SvPas # CD-1)	neurological/behavioral: motor capabilities/coordination/movement anomalies	67524	IMP
MGI:95390	En2	MGI:1930810	En2<tm2Alj>	MGI:1930810	En2<tm2Alj>	involves: 129S2/SvPas # C57BL/6	central nervous system: brain dysmorphology	17203	IMP
MGI:95390	En2	MGI:1930811	En2<tm3Alj>	MGI:1930811	En2<tm3Alj>	involves: 129S6/SvEvTac # 129/SvEv	no obvious phenotype: no defect detected	60433	IMP
MGI:95390	En2	MGI:1930810	En2<tm2Alj>	MGI:1930811	En2<tm3Alj>	involves: 129S2/SvPas # 129S6/SvEv # C57BL/6	no obvious phenotype: no defect detected	60433	IMP
MGI:95390	En2	MGI:1930812	En2<tm3.1Alj>	MGI:1930812	En2<tm3.1Alj>	Involves: 129S6/SvEvTac # 129/SvEv	no obvious phenotype: no defect detected	60433	IMP
MGI:95390	En2	MGI:1930810	En2<tm2Alj>	MGI:1930812	En2<tm3.1Alj>	Involves: 129S6/SvEvTac # 129/SvEv # C57BL/6J	no obvious phenotype: no defect detected	60433	IMP
MGI:95405	Ephx1	MGI:2137236	Ephx1<tm1Gonz>	MGI:2137236	Ephx1<tm1Gonz>	involves: C57BL/6 	tumors: no increased incidence	56886	IMP
MGI:95410	Erbb2	MGI:1929071	Erbb2<tm1Cbr>	MGI:1929071	Erbb2<tm1Cbr>	involves: 129P2/OlaHsd # C57BL/6	survival: embryonic lethality	48515	IMP
MGI:95410	Erbb2	MGI:1929071	Erbb2<tm1Cbr>	MGI:1929071	Erbb2<tm1Cbr>	involves: 129P2/OlaHsd # C57BL/6	heart/cardiovascular system: dysmorphology	48515	IMP
MGI:95410	Erbb2	MGI:1929071	Erbb2<tm1Cbr>	MGI:1929071	Erbb2<tm1Cbr>	involves: 129P2/OlaHsd # C57BL/6	central nervous system: brain dysmorphology	48515	IMP
MGI:95410	Erbb2	MGI:1928827	Erbb2<tm1Gne>	MGI:1928827	Erbb2<tm1Gne>	either: (involves: 129S2/SvPas # C57BL/6J) or (involves: 129S2/SvPas # Balb/c)	survival: embryonic lethality	45302	IMP
MGI:95410	Erbb2	MGI:1928827	Erbb2<tm1Gne>	MGI:1928827	Erbb2<tm1Gne>	either: (involves: 129S2/SvPas # C57BL/6J) or (involves: 129S2/SvPas # Balb/c)	heart/cardiovascular system: dysmorphology	45302	IMP
MGI:95410	Erbb2	MGI:1928827	Erbb2<tm1Gne>	MGI:1928827	Erbb2<tm1Gne>	either: (involves: 129S2/SvPas # C57BL/6J) or (involves: 129S2/SvPas # Balb/c)	central nervous system: brain dysmorphology	45302	IMP
MGI:95410	Erbb2	MGI:1929070	Erbb2<tm1Haus>	MGI:1929070	Erbb2<tm1Haus>	involves:129S4/SvJae # C57BL/6	survival: embryonic lethality	29973	IMP
MGI:95410	Erbb2	MGI:1929070	Erbb2<tm1Haus>	MGI:1929070	Erbb2<tm1Haus>	involves:129S4/SvJae # C57BL/6	heart/cardiovascular system: dysmorphology	29973	IMP
MGI:95410	Erbb2	MGI:1929070	Erbb2<tm1Haus>	MGI:1929070	Erbb2<tm1Haus>	involves:129S4/SvJae # C57BL/6	central nervous system: brain dysmorphology	29973	IMP
MGI:95411	Errb3	MGI:1929072	Erbb3<tm1Cbr>	MGI:1929072	Erbb3<tm1Cbr>	either: (involves:129P2/OlaHsd # C57BL/6) or 129P2/OlaHsd	survival: embryonic lethality	43515	IMP
MGI:95411	Errb3	MGI:1929072	Erbb3<tm1Cbr>	MGI:1929072	Erbb3<tm1Cbr>	either: (involves:129P2/OlaHsd # C57BL/6) or 129P2/OlaHsd	survival: postnatal lethality	43515	IMP
MGI:95411	Errb3	MGI:1929072	Erbb3<tm1Cbr>	MGI:1929072	Erbb3<tm1Cbr>	either: (involves:129P2/OlaHsd # C57BL/6) or 129P2/OlaHsd	growth/weight abnormality: postnatal	43515	IMP
MGI:95411	Errb3	MGI:1929072	Erbb3<tm1Cbr>	MGI:1929072	Erbb3<tm1Cbr>	either: (involves:129P2/OlaHsd # C57BL/6) or 129P2/OlaHsd	neurological/behavioral: sensory capabilities/reflexes/nociception abnormalities	43515	IMP
MGI:95411	Errb3	MGI:1929072	Erbb3<tm1Cbr>	MGI:1929072	Erbb3<tm1Cbr>	either: (involves:129P2/OlaHsd # C57BL/6) or 129P2/OlaHsd	respiratory system: respiratory distress or failure/functional anomalies	43515	IMP
MGI:95411	Errb3	MGI:1929072	Erbb3<tm1Cbr>	MGI:1929072	Erbb3<tm1Cbr>	either: (involves:129P2/OlaHsd # C57BL/6) or 129P2/OlaHsd	peripheral nervous system: functional anomalies	43515	IMP
MGI:95411	Errb3	MGI:1929072	Erbb3<tm1Cbr>	MGI:1929072	Erbb3<tm1Cbr>	either: (involves:129P2/OlaHsd # C57BL/6) or 129P2/OlaHsd	central nervous system: brain dysmorphology	43515	IMP
MGI:95411	Errb3	MGI:1928828	Erbb3<tm1Gne>	MGI:1928828	Erbb3<tm1Gne>	involves:129S2/OlaHsd # C57BL/6	survival: embryonic lethality	45302	IMP
MGI:95411	Errb3	MGI:1928828	Erbb3<tm1Gne>	MGI:1928828	Erbb3<tm1Gne>	involves:129S2/OlaHsd # C57BL/6	heart/cardiovascular system: dysmorphology	45302	IMP
MGI:95411	Errb3	MGI:1928828	Erbb3<tm1Gne>	MGI:1928828	Erbb3<tm1Gne>	involves:129S2/OlaHsd # C57BL/6	heart/cardiovascular system: blood circulatory defects	45302	IMP
MGI:95411	Errb3	MGI:1928828	Erbb3<tm1Gne>	MGI:1928828	Erbb3<tm1Gne>	involves:129S2/OlaHsd # C57BL/6	central nervous system: brain dysmorphology	45302	IMP
MGI:95411	Errb3	MGI:1929598	Erbb3<tm2Cbr>	MGI:1929598	Erbb3<tm2Cbr>	either: (involves:129P2/OlaHsd # C57BL/6) or 129P2/OlaHsd	survival: embryonic lethality	43515	IMP
MGI:95411	Errb3	MGI:1929598	Erbb3<tm2Cbr>	MGI:1929598	Erbb3<tm2Cbr>	either: (involves:129P2/OlaHsd # C57BL/6) or 129P2/OlaHsd	survival: postnatal lethality	43515	IMP
MGI:95411	Errb3	MGI:1929598	Erbb3<tm2Cbr>	MGI:1929598	Erbb3<tm2Cbr>	either: (involves:129P2/OlaHsd # C57BL/6) or 129P2/OlaHsd	growth/weight abnormality: postnatal	43515	IMP
MGI:95411	Errb3	MGI:1929598	Erbb3<tm2Cbr>	MGI:1929598	Erbb3<tm2Cbr>	either: (involves:129P2/OlaHsd # C57BL/6) or 129P2/OlaHsd	neurological/behavioral: sensory capabilities/reflexes/nociception abnormalities	43515	IMP
MGI:95411	Errb3	MGI:1929598	Erbb3<tm2Cbr>	MGI:1929598	Erbb3<tm2Cbr>	either: (involves:129P2/OlaHsd # C57BL/6) or 129P2/OlaHsd	respiratory system: respiratory distress or failure/functional anomalies	43515	IMP
MGI:95411	Errb3	MGI:1929598	Erbb3<tm2Cbr>	MGI:1929598	Erbb3<tm2Cbr>	either: (involves:129P2/OlaHsd # C57BL/6) or 129P2/OlaHsd	peripheral nervous system: functional anomalies	43515	IMP
MGI:95411	Errb3	MGI:1929598	Erbb3<tm2Cbr>	MGI:1929598	Erbb3<tm2Cbr>	either: (involves:129P2/OlaHsd # C57BL/6) or 129P2/OlaHsd	central nervous system: brain dysmorphology	43515	IMP
MGI:104771	Erbb4	MGI:1929607	Erbb4<tm1Grl>	MGI:1929607	Erbb4<tm1Grl>	involves: 129X1/SvJ # 129S1/Sv # C57BL/6J	survival: embryonic lethality	29972	IMP
MGI:104771	Erbb4	MGI:1929607	Erbb4<tm1Grl>	MGI:1929607	Erbb4<tm1Grl>	involves: 129X1/SvJ # 129S1/Sv # C57BL/6J	central nervous system: other dysmorphology	29972	IMP
MGI:104771	Erbb4	MGI:1929607	Erbb4<tm1Grl>	MGI:1929607	Erbb4<tm1Grl>	involves: 129X1/SvJ # 129S1/Sv # C57BL/6J	heart/cardiovascular system: dysmorphology	29972	IMP
MGI:1861630	Espn	MGI:1856573	Espn<je>	MGI:1856573	Espn<je>	involves: fancier's dancing mouse	ears: auditory defects/deafness	13121	IMP
MGI:1861630	Espn	MGI:1856573	Espn<je>	MGI:1856573	Espn<je>	involves: fancier's dancing mouse	neurological/behavioral: motor capabilities/coordination/movement anomalies	13121	IMP
MGI:95456	Ets2	MGI:1891557	Ets2<tm1Rgo>	MGI:1891557	Ets2<tm1Rgo>	either: (involves: 129S2/SvPas # 129/Sv) or (involves: 129S2/SvPas # Swiss Black)	survival: embryonic lethality	43739	IMP
MGI:95456	Ets2	MGI:1891557	Ets2<tm1Rgo>	MGI:1891557	Ets2<tm1Rgo>	either: (involves: 129S2/SvPas # 129/Sv) or (involves: 129S2/SvPas # Swiss Black)	embryogenesis: extraembryonic tissue dysmorphology	43739	IMP
MGI:109344	Eya1	MGI:1857803	Eya1<bor>	MGI:1857803	Eya1<bor>	involves: C3H/HeJ # Cast/EI	ears: auditory defects/deafness	54408	IMP
MGI:109344	Eya1	MGI:1857803	Eya1<bor>	MGI:1857803	Eya1<bor>	involves: C3H/HeJ # Cast/EI	neurological/behavioral: motor capabilities/coordination/movement anomalies	54408	IMP
MGI:109344	Eya1	MGI:1857803	Eya1<bor>	MGI:1857803	Eya1<bor>	involves: C3H/HeJ # Cast/EI	kidney/renal system: dysmorphology	54408	IMP
MGI:109344	Eya1	MGI:1857803	Eya1<bor>	MGI:1857803	Eya1<bor>	involves: C3H/HeJ # Cast/EI	ears: dysmorphology	54408	IMP
MGI:88384	F9	MGI:1932297	F9<tm1Dws>	MGI:1932297	F9<tm1Dws>	involves: 129P2/OlaHsd # C57BL/6	hematology: abnormal blood coagulation	44497	IMP
MGI:88384	F9	MGI:1932244	F9<tm1Emg>	MGI:1932244	F9<tm1Emg>	involves: 129S6/SvEv # C57BL/6	hematology: abnormal blood coagulation	48501	IMP
MGI:88384	F9	MGI:1932265	F9<tm1Ver>	MGI:1932265	F9<tm1Ver>	involves: 129/Sv # C57BL/6	hematology: abnormal blood coagulation	43590	IMP
MGI:95490	Fbn2	MGI:1935122	Fbn2<fp-2J>	MGI:1935122	Fbn2<fp-2J>	involves: C.B10-H2b/LeMcdJ	extremities: digit dysmorphology	51131	IMP
MGI:98457	sy	MGI:1857498	Fbn2<fp-2J>	MGI:1857498	Fbn2<fp-2J>	involves: C.B10-H2b/LeMcdJ	extremities: digit dysmorphology	51131	IMP
MGI:95490	Fbn2	MGI:1935123	Fbn2<fp>	MGI:1935123	Fbn2<fp>	involves: C3HeB/FeHu	extremities: digit dysmorphology	13514	IMP
MGI:98457	sy	MGI:1856183	Fbn2<fp>	MGI:1856183	Fbn2<fp>	involves: C3HeB/FeHu	extremities: digit dysmorphology	13514	IMP
MGI:1354698	Fbxw4	MGI:1857834	Fbxw4<Dac-2J>	MGI:1857834	Fbxw4<Dac-2J>	involves: MRL/MpJ	survival: embryonic lethality	57316	IMP
MGI:1354698	Fbxw4	MGI:1857834	Fbxw4<Dac-2J>	MGI:2158308	Fbxw4<+>	involves: MRL/MpJ	extremities: digit dysmorphology	57316	IMP
MGI:1354698	Fbxw4	MGI:1857833	Fbxw4<Dac>	MGI:1857833	Fbxw4<Dac>	involves: SM/Ckc	survival: embryonic lethality	6607	IMP
MGI:1354698	Fbxw4	MGI:1857833	Fbxw4<Dac>	MGI:2158308	Fbxw4<+>	involves: SM/Ckc	extremities: digit dysmorphology	6607	IMP
MGI:95513	Fech	MGI:1858114	Fech<m1Pas>	MGI:1858114	Fech<m1Pas>	involves: 129/Sv # BALB/c	hematology: abnormal red blood cell count/anemia	2021	IMP
MGI:95513	Fech	MGI:1858114	Fech<m1Pas>	MGI:1858114	Fech<m1Pas>	involves: 129/Sv # BALB/c	hematology: hematopoietic anomalies	2021	IMP
MGI:95513	Fech	MGI:1858114	Fech<m1Pas>	MGI:1858114	Fech<m1Pas>	involves: 129/Sv # BALB/c	liver/hepatic system: functional anomalies	2021	IMP
MGI:1861994	Fer	MGI:1862018	Fer	MGI:2158309	Fer<+>	involves: BALB/c # C3H/HeN 	neurological/behavioral: motor capabilities/coordination/movement anomalies	63816	IMP
MGI:1099809	Fgf10	MGI:1859647	Fgf10<tm1Ska>	MGI:1859647	Fgf10<tm1Ska>	involves: C57BL/6 # CBA	survival: perinatal lethality	51966	IMP
MGI:1099809	Fgf10	MGI:1859647	Fgf10<tm1Ska>	MGI:1859647	Fgf10<tm1Ska>	involves: C57BL/6 # CBA	extremities: limb dysmorphology	51966	IMP
MGI:1099809	Fgf10	MGI:1859647	Fgf10<tm1Ska>	MGI:1859647	Fgf10<tm1Ska>	involves: C57BL/6 # CBA	eye: dysmorphology	51966	IMP
MGI:1099809	Fgf10	MGI:1859647	Fgf10<tm1Ska>	MGI:1859647	Fgf10<tm1Ska>	involves: C57BL/6 # CBA	respiratory system: dysmorphology	51966	IMP
