MGI_ID	BACKGROUND	GENE SYMBOL	STRAIN TYPE	TJL #	SPECIES	Std/Nonstd
28126	NLC		Strain family			Standard
24532	NLC/Rd		Substrain			Standard
607	NMRI		Strain family			Standard
19849	NMRI and B10.CAS2				M. m. domesticus and M. m. castaneus	Nonstandard
29857	NMRI-Esr<o>	Esr	Linkage stock			Standard
28565	NMRI-my/my	my	Mutant strain			Standard
16581	NMRI.Esr<o>	Esr	Congenic			Standard
29892	NMRI/Dkfz		Substrain			Standard
25949	NMRI/Fr		Substrain			Standard
28043	NMRI/Fre		Substrain			Standard
25122	NMRI/Gat-TgN(MGMT)3Bec		Transgenic	3076		Standard
29789	NMRI/Han		Substrain			Standard
26196	NMRI/Lac		Substrain			Standard
238	NMRI/Nav		Substrain			Standard
28985	NMRI/Pan		Substrain			Standard
29913	NMRI/Ztm		Substrain			Standard
46	NOD		Strain family			Standard
18306	NOD or PWK				M. m. domesticus and M. m. musculus	Nonstandard
28270	NOD-H2-K<d>	H2-K	Mutant strain			Standard
28272	NOD-H2<g7>	H2	Mutant strain			Standard
26379	NOD-H2<nb1> B2m<tm1Unc>	H2, B2m	Targeted mutation	2310		Standard
27984	NOD-H2<q> B2m<tm1Unc>	H2, B2m	Targeted mutation	2311		Standard
29583	NOD-Ifng<tm1Ts>	Ifng	Targeted mutation	3368		Standard
29555	NOD-Pfp<tm1>	Pfp	Targeted mutation	3505		Standard
26779	NOD-Ptgs2<tm1Jed>	Ptgs2	Targeted mutation	3087		Standard
25603	NOD-TgN(HLA-2.1)		Transgenic	3088		Standard
29591	NOD-TgN(RIP-Fasl)24Ach	Fasl	Transgenic	3499		Standard
29592	NOD-TgN(RIP-Fasl)32Ach	Fasl	Transgenic	3503		Standard
26885	NOD.B10-H2<b>	H2	Congenic	2591		Standard
27064	NOD.B6		Congenic			Standard
30248	NOD.B6-Gpi<a>	Gpi	Congenic	3585		Standard
25083	NOD.C.B17 Prkdc<scid>	Prkdc	Congenic			Standard
30060	NOD.C.B17Prkdc<scid>	Prkdc	Congenic	2312		Standard
27847	NOD.HRS-Prkdc<scid> hr	Prkdc, hr	Congenic	1969		Standard
27641	NOD.NON-H2<g7>	H2	Congenic			Standard
23180	NOD.NON-H2<g>	H2	Congenic			Standard
25977	NOD.NON-H2<nb1>	H2	Congenic	1626		Standard
27306	NOD.NON-Thy1<a>	Thy1	Congenic	1625		Standard
25030	NOD.NON-Thy1<a>/J	Thy1	Congenic	2721		Standard
24933	NOD.NOR-EMV<NULL>		Congenic	2351		Standard
28180	NOD.NOR-Il1	Il1	Congenic			Standard
29949	NOD.NOR-Il1<a>	Il1	Congenic	2346		Standard
28866	NOD.NOR-Il1<o>	Il1	Congenic			Standard
24585	NOD.PWK		Congenic		M. m. domesticus and M. m. musculus	Standard
27345	NOD.SWR-H2<q>	H2	Congenic	2032		Standard
11671	NOD/Alt		Substrain			Standard
29255	NOD/Bdc		Substrain			Standard
10532	NOD/Bom		Substrain			Standard
1435	NOD/Crc		Substrain			Standard
45	NOD/Lt		Substrain	1289		Standard
27317	NOD/Lt-B2m<tm1Unc>	B2m	Targeted mutation	2309		Standard
29381	NOD/Lt-Igh-6<tm1Cgn>	Igh-6	Targeted mutation	2572		Standard
28193	NOD/Lt-Prkdc<scid>/Sz	Prkdc	Mutant strain			Standard
26803	NOD/Lt-TgN(I-Ealpha<d>)2Lt		Transgenic			Standard
26650	NOD/Lt-TgN(I-Ealpha<d>)3Lt		Transgenic			Standard
28808	NOD/Lt-TgN(RipTAg)1Lt		Transgenic	2033		Standard
25097	NOD/Lt-TgN(RipTAg)1Lt-Prkdc<scid>	Prkdc	Transgenic	2380		Standard
1477	NOD/LtCrc		Substrain			Standard
25292	NOD/LtJ		Strain family	1976		Standard
29386	NOD/LtSz-Prkdc<scid> B2m<tm1Unc>	Prkdc, B2m	Targeted mutation	3449		Standard
25742	NOD/LtSz-Prkdc<scid> Emv30<b>	Prkdc, Emv30	Mutant strain	2313		Standard
26663	NOD/LtSz-Prkdc<scid>/J	Prkdc	Mutant strain	1303		Standard
18248	NOD/Mrk		Substrain			Standard
18416	NOD/Mrk (B10.H2<g7> x NOD/Mrk)F1 and NOD/Mrk					Nonstandard
1648	NOD/MrkTac		Substrain			Standard
28551	NOD/MrkTacf		Substrain			Standard
28388	NOD/RijHsd		Substrain			Standard
1178	NOD/Shi		Substrain			Standard
28003	NOD/ShiKbe		Substrain			Standard
26224	NOD/ShiLt		Substrain	3499		Standard
1279	NOD/Uf		Substrain			Standard
2151	NOD/Uf and C57BL/6J					Nonstandard
595	NON		Strain family			Standard
24119	NON.NOD-H2<g7>	H2	Congenic	1627		Standard
23178	NON.NOD-H2<g>	H2	Congenic			Standard
41	NON/Lt		Substrain	1290		Standard
29043	NON/LtHl		Substrain			Standard
27393	NON/LtJ		Substrain	2423		Standard
1180	NON/Shi		Substrain			Standard
1280	NOR		Strain family			Standard
27673	NOR.NOD-Il1	Il1	Congenic	2347		Standard
25338	NOR/LtJ		Substrain	2050		Standard
26063	NOR1/Lt		Substrain			Standard
27439	NOR2/Lt-Chx10<or-2J>/+	Chx10	Mutant strain			Standard
24440	NOR2/LtDn-Chx10<or-2J>/+	Chx10	Mutant strain	1504		Standard
27610	NOxCB-1		RI	2348		Standard
26722	NRH		Strain family			Standard
26024	NS		Strain family			Standard
26080	NS/Fr		Substrain			Standard
29850	NSA		Outbred			Standard
29851	NSC		Strain family			Standard
13818	NSF		Strain family			Standard
26263	NSF/A		Substrain			Standard
856	NSF/N		Substrain			Standard
25520	NSY		Strain family			Standard
25003	NU	Hfh11	Mutant strain			Standard
28155	NU/A	Hfh11	Substrain			Standard
25014	NU/J	Hfh11	Substrain	2019		Standard
27719	NX129-		RI			Standard
27287	NX129-1/Ty		RI			Standard
27286	NX129-10/Ty		RI			Standard
24673	NX129-10Ty-we<3J>	we	RI			Standard
27095	NX129-12/Ty		RI			Standard
26902	NX129-16/Ty		RI			Standard
26682	NX129-18/Ty		RI			Standard
26566	NX129-2/Ty		RI			Standard
27376	NX129-5/Ty		RI			Standard
26533	NX129-7/Ty		RI	1873		Standard
24827	NX8-		RI			Standard
27626	NX9-		RI			Standard
27329	NXSM-		RI			Standard
27386	NXSM-C/Ei		RI	1651		Standard
26501	NXSM-C/Ei-Dct<slt-2J>	Dct	RI	2345		Standard
24766	NXSM-D/Ei		RI	1652		Standard
24614	NXSM-E/Ei		RI	1653		Standard
25582	NXSM-F/Ei		RI			Standard
28021	NXSM-I/Ei		RI	1655		Standard
26869	NXSM-L/Ei		RI	1656		Standard
25960	NXSM-N/Ei		RI	1657		Standard
27021	NXSM-P/Ei		RI	1659		Standard
27716	NXSM-Q/Ei		RI	1660		Standard
26586	NXSM-T1/Ei		RI	1661		Standard
24976	NXSM-T2/Ei		RI	1662		Standard
25481	NXSM-U/Ei		RI	1663		Standard
26871	NXSM-W/Ei		RI	1665		Standard
26344	NXSM-X/Ei		RI	1666		Standard
24816	NXSM-Z/Ei		RI	1667		Standard
25213	NYLR		Strain family			Standard
79	NZB		Strain family			Standard
404	NZB-Btk<xid>	Btk	Mutant strain			Standard
1176	NZB/Bl		Substrain			Standard
24951	NZB/BlCpb		Substrain			Standard
567	NZB/BlJ		Substrain			Standard
28084	NZB/BlN		Substrain			Standard
264	NZB/BlNIcr		Substrain			Standard
54	NZB/BlNJ		Substrain	684		Standard
23732	NZB/BlNJ or BALB/cBy					Nonstandard
25970	NZB/BlNJ-B2m<tm1Unc>	B2m	Targeted mutation	2451		Standard
28568	NZB/BlNJ-Dac/Dac	Dac	Mutant strain			Standard
19762	NZB/BlNReJ		Substrain			Standard
26432	NZB/BlPt		Substrain			Standard
29800	NZB/BlUnc		Substrain			Standard
24388	NZB/BlWehi		Substrain			Standard
26652	NZB/Cpb		Substrain			Standard
28476	NZB/Hsd		Substrain			Standard
25382	NZB/Hz		Substrain			Standard
1185	NZB/Ibm		Substrain			Standard
223	NZB/Icr		Substrain			Standard
945	NZB/J		Substrain			Standard
24739	NZB/Jic		Substrain			Standard
2108	NZB/Jms		Substrain			Standard
22325	NZB/Kl		Substrain			Standard
26679	NZB/Lac		Substrain			Standard
229	NZB/LacJ		Substrain			Standard
370	NZB/N		Substrain			Standard
27053	NZB/NBom		Substrain			Standard
4456	NZB/NCrj		Substrain			Standard
26846	NZB/NIcr		Substrain			Standard
27133	NZB/Nga		Substrain			Standard
1184	NZB/Ola		Substrain			Standard
28294	NZB/OlaHsd		Substrain			Standard
16566	NZB/Pt		Substrain			Standard
25842	NZB/San		Substrain			Standard
28363	NZBNZWF1/Hsd		Substrain			Standard
28528	NZBNZWF1/OlaHsd		Substrain			Standard
25914	NZBR		Substrain			Standard
27790	NZBWF1/J		F1 hybrid			Standard
1076	NZC		Strain family			Standard
1513	NZC.NU		Congenic			Standard
16244	NZC/Bl		Substrain			Standard
24925	NZC/BlWehi		Substrain			Standard
25050	NZC/Rd		Substrain			Standard
28230	NZM		Strain family	2706		Standard
29254	NZM/Aeg		Substrain			Standard
27076	NZM2328/J		Substrain	2676		Standard
26447	NZM2410/J		Substrain	2673		Standard
26324	NZM64/J		Substrain			Standard
28228	NZO		Strain family			Standard
24609	NZO/Bl		Substrain			Standard
26231	NZO/BlWehi		Substrain	2589		Standard
29042	NZO/Hl		Substrain			Standard
26225	NZO/HlLt		Substrain			Standard
26260	NZO/L		Substrain			Standard
80	NZW		Strain family			Standard
1514	NZW.NU		Congenic			Standard
25273	NZW/Bl		Substrain			Standard
28095	NZW/BlLei		Substrain			Standard
26051	NZW/BlN		Substrain			Standard
1980	NZW/BlNJ		Substrain			Standard
28360	NZW/Hsd		Substrain			Standard
963	NZW/J		Substrain			Standard
1091	NZW/Lac		Substrain			Standard
224	NZW/LacJ		Substrain			Standard
265	NZW/N		Substrain			Standard
27553	NZW/NCrj		Substrain			Standard
1439	NZW/Ola		Substrain			Standard
1608	NZW/OlaHsd		Substrain			Standard
27591	NZW/San		Substrain			Standard
28220	NZX		Strain family			Standard
24789	NZX/Bl		Substrain			Standard
28219	NZY		Strain family			Standard
27848	NZY/Bl		Substrain			Standard
24759	NZYf		Substrain			Standard
25635	NZYf/Bl		Substrain			Standard
-2	Not Applicable					Nonstandard
-1	Not Specified					Nonstandard
133	O20		Strain family			Standard
75	O20/A		Substrain			Standard
25413	O20/A-Prph2<Rd2>/Prph2<Rd2>	Prph2	Substrain	1981		Standard
25859	O20/ACv		Substrain			Standard
185	O20/J		Substrain			Standard
1819	OBL984		Not Specified		Oberer Lindenhof, FRG	Nonstandard
13084	OD		Strain family			Standard
2846	OF1		Not Specified			Nonstandard
28200	OIR		Strain family			Standard
24430	OIR/A		Substrain			Standard
25639	OLD BUFFALO		Strain family			Standard
25720	OUBCr		Strain family			Standard
24547	OUBW		Strain family			Standard
24405	OUCW		Strain family			Standard
27776	OUF		Strain family			Standard
25265	OUGW		Strain family			Standard
26684	OUW		Strain family			Standard
25420	OUYW		Strain family			Standard
2389	OVE1B transgenic		Not Specified			Nonstandard
4764	OVE3A		Not Specified			Nonstandard
25693	OXA-		RI			Standard
29912	OZA		Strain family			Standard
22477	Oak Ridge		Not Specified			Nonstandard
16933	Oak Ridge 22A or C57BL/10		Not Specified			Nonstandard
29879	Oak Ridge 22A or C57BL/10 Oak Ridge		Not Specified			Nonstandard
17047	Oak Ridge 22A or C57BL/10or		Not Specified			Nonstandard
20272	Outbred stock Hq Ta/+ +	Hq, Ta	Outbred			Nonstandard
28825	P	p, Tyr	Strain family		M. m. domesticus	Standard
25210	P/2		Strain family			Standard
25211	P/3		Strain family			Standard
25178	P/A		Substrain	679		Standard
31	P/J		Substrain			Standard
7052	P/J-Bmp5<se>/Bmp5<se>	Bmp5	Mutant strain			Standard
29629	P/J-Pdeb<rd1>	Pdeb	Mutant strain			Standard
25427	P/JN		Substrain			Standard
26041	P/JSf		Substrain			Standard
373	P/N	p	Substrain			Standard
6125	P1 Kcnj6<wv>/+	Kcnj6				Nonstandard
4194	P432 transgenic line		Not Specified			Nonstandard
28039	PAA		Strain family		M. m. domesticus (PA)	Standard
26055	PAB		Strain family		M. m. domesticus (PA)	Standard
180	PAC		Strain family		M. m. musculus (Prague)	Nonstandard
23351	PAC or PWK				M. m. domesticus (PA)	Standard
25715	PAC/Cv		Substrain		M. m. domesticus (PA)	Standard
28041	PAD		Strain family		M. m. domesticus (PA)	Standard
24633	PAE		Strain family			Standard
1397	PANCEVO		Strain family		M. hortulanus (Yugoslavia)	Standard
25796	PANCEVO/Ei	Pax1	Substrain	1384	M. hortulanus	Standard
24776	PBA		Strain family			Standard
27965	PBB		Strain family			Standard
25644	PBB/Ld		Substrain			Standard
26945	PBR		Strain family			Standard
25780	PBR/Ao		Substrain			Standard
26258	PBR/Mann		Substrain			Standard
25954	PC		Strain family			Standard
24927	PC/CpbU		Substrain			Standard
26455	PDB		Strain family			Standard
848	PDB/Pt		Substrain			Standard
462	PE	Ap3b1	Strain family			Standard
25927	PE/Rl		Substrain		M. m. domesticus (Peru)	Standard
739	PERA		Strain family		M. m. domesticus (Peru)	Standard
24993	PERA/CamEi		Substrain		M. m. domesticus (Peru)	Standard
27282	PERA/CamRk		Substrain	930	M. m. domesticus (Peru-Atteck)	Standard
467	PERA/Ei		Substrain	1397	M. m. domesticus (Peru)	Standard
661	PERA/Rk		Substrain		M. m. domesticus (Peru-Coppock)	Standard
27449	PERC		Strain family		M. m. domesticus (Peru)	Standard
24448	PERC/Ei		Strain family	1307	M. m. domesticus (Peru)	Standard
26195	PERU		Strain family		M. m. domesticus (Peru)	Standard
27099	PERU/1Fr		Substrain			Standard
25997	PERU/1Fre		Substrain		M. m. domesticus (Peru)	Standard
24414	PERU/6Fr		Substrain			Standard
27288	PET		Strain family			Standard
25184	PET/Wmr		Substrain			Standard
24401	PF		Strain family			Standard
1903	PGK		Strain family			Standard
29416	PGN2		Strain family		M. m. domesticus (Canada)	Standard
25476	PGT		Strain family			Standard
25957	PH		Wild-derived			Standard
25981	PH/Re		Substrain			Standard
24558	PHH		Strain family			Standard
25736	PHH/We		Substrain			Standard
24568	PHL		Strain family			Standard
24877	PHL/We		Substrain			Standard
29321	PHY		Strain family			Standard
26529	PIC		Strain family			Standard
131	PL		Strain family			Standard
17	PL/J		Substrain	680		Standard
29630	PL/J-Pdeb<rd1>	Pdeb	Mutant strain			Standard
27010	PLA		Strain family			Standard
1816	PLD826		Strain family		Bialowieza, Poland	Nonstandard
28163	PLSJLF1/J		F1 hybrid			Standard
12741	PM		Strain family			Standard
25370	PM/Se					
29380	PMA		Strain family			Standard
29649	PN		Strain family			Standard
26744	PO		Strain family			Standard
27557	POLY		Strain family			Standard
27260	POLY/Ao		Substrain			Standard
26804	POLY/St		Substrain			Standard
25018	POLY1		Substrain			Standard
26216	POLY1/Ao		Substrain			Standard
26110	POLY2		Substrain			Standard
24893	POLY2/Ao		Substrain			Standard
26118	POLY4		Strain family			Standard
27898	POLY5		Strain family			Standard
27167	POLY6		Strain family			Standard
27343	PON		Strain family			Standard
407	POSCH I		Strain family		M. m. poschiavinus	Standard
1313	POSCH II		Strain family		M. m. poschiavinus	Standard
26690	PP		Strain family		M. m. musculus (Micronesia)	Standard
25320	PP/Deh		Substrain		M. m. musculus (Micronesia)	Standard
28191	PRI		Strain family			Standard
26484	PRO		Strain family			Standard
738	PRO/1ReJ		Substrain	59		Standard
295	PRO/Re		Substrain			Standard
24986	PRO/Re-Pro1<a>	Pro1	Substrain			Standard
25614	PRUNT		Strain family			Standard
26254	PRUNT/Ao		Substrain			Standard
26991	PRUNT/St		Substrain			Standard
25944	PS		Strain family			Standard
26836	PS/Mg		Substrain			Standard
1424	PT		Strain family			Standard
29319	PT/N		Substrain			Standard
29320	PT/Y		Substrain			Standard
15158	PTP		Strain family			Standard
25947	PU		Strain family			Standard
26474	PUC		Linkage stock			Standard
27994	PUC/1Fre		Substrain			Standard
25396	PUH		Strain family			Standard
25451	PUH/Cam		Substrain			Standard
29318	PUN		Strain family			Standard
27463	PW		Strain family		M. m. musculus (Prague)	Standard
28038	PWB		Strain family		M. m. musculus (Prague)	Standard
1572	PWD		Strain family		M. m. musculus (Prague)	Standard
26828	PWD/Ph		Substrain		M. m. musculus (Prague)	Standard
179	PWK		Strain family		M. m. musculus (Prague)	Standard
1236	PWK/Pas		Substrain		M. m. musculus (Prague)	Standard
24078	PWK/Pas and DBA/2JIco				M. m. musculus (Prague) and M. m. domesticus	Nonstandard
1368	PWK/Ph		Substrain			Standard
16274	PYM		Strain family			Standard
29287	Parkes		Outbred			Nonstandard
8630	Pax1<un>/Pax1<un> stock and +/+	Pax1				Nonstandard
29728	Peromyscus californicus		Strain family		Peromyscus californicus	Standard
25478	Peromyscus maniculatus		Strain family		Peromyscus maniculatus	Standard
24849	Peromyscus maniculatus bairdii		Strain family	1147	Peromyscus maniculatus bairdii	Standard
24712	Peru-Atteck		Strain family		M. m. domesticus (Peru)	Standard
25514	Peru-Emaus		Strain family		M. m. domesticus (Peru)	Standard
28253	Q		Strain family			Standard
27211	Q/Gw		Substrain			Standard
24698	QC		Strain family			Standard
26007	QC/CpbU		Substrain			Standard
27183	QF5604		Substrain			Standard
26033	QF5612		Substrain			Standard
27633	QQ1		Strain family			Standard
26120	QS		Strain family			Nonstandard
26122	QV		Outbred			Nonstandard
1305	Quackenbush		Outbred			Nonstandard
1859	R4		Not Specified			Nonstandard
1853	R4-1		Not Specified			Nonstandard
1852	R4-e		Not Specified			Nonstandard
27340	RA		Not Specified			Standard
27629	RAP		Strain family			Standard
27500	RAP/Ko		Strain family			Standard
1149	RB5BNR/Ei		Substrain			Standard
25610	RBA		Chromosome aberration		M. m. domesticus (Switzerland)	Standard
2017	RBA/Dn		Chromosome aberration	874	M. m. domesticus (Switzerland)	Standard
26001	RBA1		Substrain		M. m. domesticus (Switzerland)	Standard
26221	RBA1/Dn		Chromosome aberration, Robertsonian		M. m. domesticus (Switzerland)	Standard
26787	RBB		Chromosome aberration, Robertsonian		M. m. domesticus (Switzerland)	Standard
12386	RBB/Dn		Chromosome aberration, Robertsonian	609		Standard
26786	RBC		Chromosome aberration, Robertsonian			Standard
25276	RBC/Dn		Chromosome aberration, Robertsonian	889	M. m. poschiavinus-derived	Standard
26785	RBD		Chromosome aberration, Robertsonian		M. m. poschiavinus-derived	Standard
27664	RBD/Dn		Chromosome aberration, Robertsonian	1000	M. m. poschiavinus-derived	Standard
27718	RBD/DnJ		Chromosome aberration, Robertsonian		M. m. poschiavinus-derived	Standard
26784	RBE		Chromosome aberration, Robertsonian		M. m. poschiavinus-derived	Standard
28329	RBE/Dn		Chromosome aberration, Robertsonian	725	M. m. poschiavinus-derived	Standard
26202	RBF		Chromosome aberration, Robertsonian		M. m. poschiavinus-derived	Standard
21375	RBF/Dn		Chromosome aberration, Robertsonian	611	M. m. poschiavinus-derived	Standard
21866	RBF/Dn-kat/+	kat	Chromosome aberration, Robertsonian	726	M. m. poschiavinus-derived	Standard
145	RBF/DnJ		Chromosome aberration, Robertsonian		M. m. poschiavinus-derived	Standard
24807	RBF/DnJ-Rb(1.3)1Bnr	Rb(1.3)1Bnr	Chromosome aberration, Robertsonian		M. m. poschiavinus-derived	Standard
27300	RBF/DnJ-Rb(8.12)5Bnr	Rb(8.12)5Bnr	Chromosome aberration, Robertsonian		M. m. poschiavinus-derived	Standard
25361	RBF/DnJ-Rb(9.14)6Bnr	Rb(9.14)6Bnr	Chromosome aberration, Robertsonian			Standard
29317	RBG/Dn		Chromosome aberration, Robertsonian			Standard
25589	RBH		Chromosome aberration, Robertsonian		M. m. poschiavinus-derived	Standard
24678	RBH/Dn		Chromosome aberration, Robertsonian		M. m. poschiavinus-derived	Standard
26781	RBI		Chromosome aberration, Robertsonian		M. m. poschiavinus-derived	Standard
26711	RBI/Dn		Chromosome aberration, Robertsonian			Standard
26780	RBJ		Chromosome aberration, Robertsonian			Standard
23819	RBJ/Dn		Chromosome aberration, Robertsonian	807	M. m. poschiavinus-derived	Standard
24544	RC		Chromosome aberration, Robertsonian			Standard
24636	RC/CpbU		Chromosome aberration			Standard
123	RF		Strain family			Standard
18	RF/J		Substrain	682		Standard
27050	RFH		Strain family			Standard
708	RFM		Strain family			Standard
29697	RFM/J		Substrain			Standard
29877	RFM/Ms		Substrain			Standard
227	RFM/Un		Substrain			Standard
27532	RFO		Strain family			Standard
26006	RHB		Strain family			Standard
26843	RHJ	hr	Strain family			Standard
24465	RHJ/Le	hr	Substrain			Standard
25321	RHJ/Le hr<rh-J>/+	hr	Substrain	266		Standard
26879	RHJ/LeJ	hr	Substrain			Standard
26423	RHJ/LeJ hr<rh-J>/+	hr	Substrain	1591		Standard
30235	RHJ/LeJ-hr<rh-J>/+ Egfr<wa2-5J>/+	hr, Egfr	Mutant strain	3606		Standard
24551	RI		Strain family			Standard
27602	RIET		Strain family			Standard
158	RIII		Strain family			Standard
29316	RIII-ro	ro	Substrain			Standard
24608	RIII/2J		Substrain			Standard
27145	RIII/An		Substrain			Standard
27229	RIII/AnDe		Substrain			Standard
27932	RIII/AnJ		Substrain			Standard
24757	RIII/AnKi		Substrain			Standard
846	RIII/AnN		Substrain			Standard
25216	RIII/AnOk		Substrain			Standard
25879	RIII/Crgl		Substrain			Standard
24410	RIII/Dm		Substrain			Standard
24818	RIII/DmCrgl		Substrain	1088		Standard
25458	RIII/DmMob		Substrain			Standard
25975	RIII/Fa		Substrain			Standard
26137	RIII/Fa-ro	ro	Substrain			Standard
24855	RIII/FaBt		Substrain			Standard
26791	RIII/HeA		Substrain			Standard
24850	RIII/Imr		Substrain			Standard
26654	RIII/ImrKi		Substrain			Standard
869	RIII/J		Substrain			Standard
27132	RIII/Ko		Substrain			Standard
26155	RIII/La		Substrain			Standard
26183	RIII/Ll		Substrain			Standard
135	RIII/Rd		Substrain			Standard
24847	RIII/ScAf		Substrain			Standard
27689	RIII/SeA		Substrain			Standard
26076	RIII/SeAf		Substrain			Standard
26453	RIII/Wy		Substrain			Standard
24772	RIII/WyJ		Substrain			Standard
27786	RIII/WySn		Substrain			Standard
866	RIIIS		Strain family			Standard
92	RIIIS/J		Substrain	683		Standard
25233	RIIIeB/DeHf		Substrain			Standard
237	RIIIf/A		Substrain			Standard
25877	RIIIfA		Substrain			Standard
25806	RIIIfB6Imr		Substrain			Standard
27900	RIIIfPu		Substrain			Standard
26349	RIIIfPuHea		Substrain			Standard
26356	RMS		Strain family			Standard
26038	RNC		Strain family			Standard
241	RNC-Hfh11<nu>	Hfh11	Mutant stock			Standard
1820	ROD1455		Not Specified		Dudelhof, FRG	Nonstandard
24804	ROP		Strain family			Standard
289	ROP/GnLe		Substrain	267		Standard
26907	ROP/GnLe-Ra/+ Os/+ Pt/+	Ra, Os, Pt	Substrain			Standard
27711	ROP/Le-Os Es1<b>/+ Es1<a>	Os, Es1	Substrain	2503		Standard
1015	RR		Strain family		Japan	Standard
20740	RSV		Strain family			Standard
1558	RSV/J		Substrain	268		Standard
690	RSV/Le		Substrain	268		Standard
23159	RSV/Le or C57L/J		Substrain			Nonstandard
2552	RT1		Not Specified			Nonstandard
27333	RU		Strain family			Standard
27146	RU/Ch		Substrain			Standard
27086	RUS		Strain family			Standard
27654	RUS/Rl		Substrain			Standard
27334	RW		Strain family			Standard
263	Rb(6.15)1Ald or Rb(9.19)163H/Ei	Rb(6.15)1Ald, Rb(9.19)163H				Nonstandard
26898	Rb126Bnr/Ei		Substrain	2040		Standard
239	Rb156Bnr/Ei		Chromosome aberration			Standard
28009	Rb16Bnr/Ei		Chromosome aberration	2041		Standard
30176	Rb2Bnr/Ei		Chromosome aberration			Standard
240	Rb47Bnr/Ei		Chromosome aberration			Standard
2411	Rockefeller, Swiss-related		Not Specified			Nonstandard
25093	S		Strain family			Standard
25073	S/Gh		Substrain			Standard
1953	S0021d		Not Specified			Nonstandard
1949	S801/a		Not Specified			Nonstandard
1950	S802/a		Not Specified			Nonstandard
27561	SAM		Strain family			Standard
1782	SAMP1		Substrain			Standard
26605	SAMP10		Substrain			Standard
30061	SAMP11		Substrain			Standard
1783	SAMP2		Substrain			Standard
1786	SAMP3		Substrain			Standard
1790	SAMP6		Substrain			Standard
1784	SAMP7		Substrain			Standard
1787	SAMP8		Substrain			Standard
1785	SAMP9		Substrain			Standard
24930	SAMPITA		Substrain			Standard
1791	SAMR1		Substrain			Standard
28115	SAMR1/Eis		Substrain			Standard
1788	SAMR2		Substrain			Standard
29766	SAMR4		Substrain			Standard
26207	SAMRITA		Strain family			Standard
21720	SAR	sar	Strain family			Standard
27517	SB		Strain family			Standard
152	SB/Le		Substrain			Standard
24695	SB/Le A<w>/A<w> Lyst<bg> sa/Lyst<bg> sa Pdeb<rd1>/Pdeb<rd1>	A, Lyst, sa, Pdeb	Substrain	269		Standard
28936	SB/Le-Lyst<bg>	Lyst	Substrain			Standard
860	SB/Le-Lyst<bg> sa/Lyst<bg> sa	Lyst, sa	Substrain			Standard
723	SB/LeJ		Substrain			Standard
1911	SB/LeJ-Lyst<bg>/Lyst<bg>	Lyst	Substrain			Standard
27516	SC		Strain family			Standard
24601	SC/CpbU		Substrain			Standard
28693	SCG		Strain family			Standard
28694	SCG/Kj		Substrain			Standard
27521	SD		Strain family		Peru Coppock	Standard
29364	SD7		Not Specified		M. spretus and M. m. domesticus	Nonstandard
1357	SDH		Outbred			Standard
29315	SE		Strain family		Netherlands	Nonstandard
463	SEA		Strain family			Standard
32	SEA/GnJ		Substrain			Standard
25185	SEA/GnJ-Tyrp1<b>/Tyrp1<b> Myo5a<d> Bmp5<se>/Myo5a<d> +   ???	Tyrp1, Myo5a, Bmp5	Substrain	644		Standard
26421	SEA/GnLe		Substrain			Standard
946	SEA/J		Substrain			Standard
26346	SEA/Rl		Substrain			Standard
19707	SEAB		Strain family			Standard
25634	SEAC		Strain family			Standard
12768	SEC		Strain family			Standard
27782	SEC.B6-TgN(HSA,HBA)Brk1		Congenic, Transgenic	1181		Standard
27002	SEC/1Gn		Substrain			Standard
26165	SEC/1Gn-Bmp5<se>	Bmp5	Substrain	270		Standard
24696	SEC/1GnLe		Substrain			Standard
25075	SEC/1GnLe-a/a Tyrp1<b>/Tyrp1<b> Tyr<c-ch>/Tyr<c-ch> Bmp5<se>/+	a, Tyrp1, Tyr, Bmp5	Substrain			Standard
741	SEC/1Re		Substrain			Standard
24907	SEC/1Re-Hba<th-J>	Hba	Substrain	685		Standard
304	SEC/1ReJ		Substrain			Standard
26890	SEC/1ReJ-Nramp2<mk-2J>	Nramp2	Substrain			Standard
25128	SEC/2		Strain family			Standard
24737	SEC/2ReJ		Substrain			Standard
26515	SEC/Gn		Substrain			Standard
1549	SEC/ReJ		Substrain			Standard
12882	SEC/Rl		Substrain			Standard
26527	SEC/RlEl		Substrain			Standard
175	SEG		Strain family		M. spretus	Standard
184	SEG/1		Substrain		M. spretus	Standard
23229	SEG/1 +/+		Substrain			Standard
50	SEG/Pas		Substrain		M. spretus	Standard
28114	SEI		Strain family			Standard
25937	SELH		Strain family			Standard
1355	SELH/Bc	Tyr	Substrain			Standard
29280	SELH/Bc-Hfh11<nu-Bc>	Hfh11	Substrain			Standard
1352	SELH/Bc-Tyr<c-Bc2>	Tyr	Substrain			Standard
29281	SELH/Bc-Tyr<c-Bc3>	Tyr	Substrain			Standard
1353	SELH/Bc-Tyr<c-Bc>	Tyr	Substrain			Standard
26826	SEN		Strain family			Standard
1303	SENCAR		Strain family			Standard
29676	SENCARA		Strain family			Standard
25207	SENCARA/PtJ		Substrain	2746		Standard
29820	SENCARA/PtJ-v<5J>	v	Substrain	2746		Standard
25933	SENCARB/PtJ		Substrain	2747		Standard
26066	SENCARC/PtJ		Substrain	2748		Standard
28306	SESV/Ei		Substrain	1204	M. m. domesticus (CA)	Standard
